Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
489;Saint-��tienne Le Clapier;1;c;87726174;;SEC;42000;Saint-��tienne;42-218;Loire;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.3782267;45.4371122;
490;Saint-��tienne La Terrasse;1;b;87726158;;SET;42000;Saint-��tienne;42-218;Loire;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.379601;45.464843;
491;Saint-��tienne Ch̢teaucreux;1;a;87726000;;SEN;42000;Saint-��tienne;42-218;Loire;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;2; 4.399722;45.443366;
492;��chirolles;1;b;87725895;;EHR;38130;��chirolles;38-151;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.718943;45.153022;
493;Polliat;1;c;87725846;;PLF;1310;Polliat;01-301;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.1238268;46.24464;
494;M̩z̩riat;1;c;87725838;;MZF;1660;M̩z̩riat;01-246;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.046622;46.2350502;
495;Vonnas;1;c;87725820;;VNS;1540;Vonnas;01-457;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;4.9916677;46.2272852;
497;Pont-de-Veyle;1;c;87725804;;PEL;1290;Pont-de-Veyle;01-306;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;4.8930347;46.2679114;
498;Roman̬che-Thorins;1;c;87725739;;RHR;71570;Roman̬che-Thorins;71-372;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7421014;46.1763913;
499;Pontanevaux;1;c;87725721;;PNX;71570;Chapelle-de-Guinchay;71-090;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7728891;46.2130321;
500;Cr̻ches-sur-Sa̫ne;1;c;87725713;;KSA;71680;Cr̻ches-sur-Sa̫ne;71-150;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7840233;46.2461762;
501;M̢con Loch̩ TGV;1;a;87725705;;MLH;71000;M̢con;71-270;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;2; 4.778876;46.282884;
502;M̢con;1;b;87725689;;MAC;71000;M̢con;71-270;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2;4.824887;46.302572;
503;Senozan;1;c;87725671;;SOZ;71260;Senozan;71-513;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.8710626;46.3921451;
504;Fleurville - Pont-de-Vaux;1;c;87725663;;FLV;71260;Fleurville;71-591;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.8840722;46.4509279;
505;Tournus;1;b;87725622;;TOS;71700;Tournus;71-543;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.906647;46.566680;
506;Sennecey-le-Grand;1;c;87725614;;SRD;71240;Sennecey-le-Grand;71-512;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.874316;46.6406445;
507;Chalon-sur-Sa̫ne;1;a;87725002;;CSS;71100;Chalon-sur-Sa̫ne;71-076;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2; 4.843454;46.781612;
508;Servas - Lent;1;c;87723791;;SVN;1960;Servas;01-405;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.1681312;46.1306663;
509;Saint-Paul-de-Varax;1;c;87723783;;SVX;1240;Saint-Paul-de-Varax;01-383;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.1282046;46.1000331;
510;Marlieux - Ch̢tillon;1;c;87723767;;MXC;1240;Marlieux;01-235;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.0731097;46.0638765;
511;Villars-les-Dombes;1;b;87723759;;VLD;1330;Villars-les-Dombes;01-443;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.028404;46.004206;
512;Saint-Marcel en Dombes;1;c;87723742;;STM;1390;Saint-Marcel;01-371;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.9775148;45.9503701;
513;Saint-Andr̩-de-Corcy;1;b;87723734;;SAY;1390;Saint-Andr̩-de-Corcy;01-333;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.948846;45.925911;
514;Mionnay;1;c;87723726;;MIO;1390;Mionnay;01-248;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.919752;45.8966784;
515;Les ��chets;1;c;87723718;;ECH;1700;Miribel;01-249;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.9108215;45.8746675;
516;Sathonay - Rillieux;1;b;87723700;;SYR;69580;Rillieux-la-Pape;69-286;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.875315;45.820264;
517;Meximieux - P̩rouges;1;b;87723585;;MEX;1800;Meximieux;01-244;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.193534;45.901615;
518;La Valbonne;1;b;87723577;;VAO;1360;Balan;01-027;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.124911;45.849225;
519;Montluel;1;b;87723569;;MLU;1120;Montluel;01-262;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.057503;45.847770;
521;Beynost;1;b;87723544;;BNO;1700;Beynost;01-043;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.006969;45.833915;
522;Saint-Maurice-de-Beynost;1;b;87723536;;SMY;1700;Saint-Maurice-de-Beynost;01-376;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.976986;45.827421;
523;Miribel;1;b;87723528;;MIB;1700;Miribel;01-249;Ain;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.953940;45.822088;
524;Cr̩pieux la Pape;1;c;87723502;;CLP;69140;Rillieux-la-Pape;69-286;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8922918;45.8038348;
525;Saint-Andr̩-le-Gaz;1;b;87723494;;SAG;38490;Saint-Andr̩-le-Gaz;38-357;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.524187;45.544518;
526;La Tour-du-Pin;1;b;87723478;;LTP;38110;Tour-du-Pin;38-509;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.450092;45.560277;
527;Cessieu;1;c;87723452;;CIU;38110;Cessieu;38-064;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.3761179;45.5611596;
528;Bourgoin-Jallieu;1;b;87723429;;BRG;38300;Bourgoin-Jallieu;38-053;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.273401;45.583954;
529;La Verpilli̬re;1;b;87723395;;VEI;38290;Verpilli̬re;38-537;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.150866;45.627600;
530;Saint-Quentin-Fallavier;1;b;87723387;;SQF;38070;Saint-Quentin-Fallavier;38-449;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.099896;45.638109;
532;Saint-Priest;1;b;87723353;;SPR;69800;Saint-Priest;69-290;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.934242;45.686659;
533;V̩nissieux;1;b;87723320;;VSX;69200;V̩nissieux;69-259;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.888109;45.705551;
534;Lyon Part Dieu;1;a;87723197;;LYD;69003;Lyon;69-123;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;3; 4.859355;45.760559;
535;Ala��;1;c;87722744;;ALA;69340;Tassin-la-Demi-Lune;69-244;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7717824;45.7521198;
536;Brignais;1;c;87722728;;BGN;69530;Brignais;69-027;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7636596;45.6737721;
537;Chaponost;1;c;87722710;;CPT;69630;Chaponost;69-043;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7643014;45.6984889;
538;Francheville;1;c;87722702;;FRW;69340;Francheville;69-089;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7693729;45.7336473;
539;Le P̩age-de-Roussillon;1;b;87722678;;PGR;38550;P̩age-de-Roussillon;38-298;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.795402;45.371797;
540;Saint-Clair - Les Roches;1;b;87722652;;SKR;38370;Saint-Clair-du-Rh̫ne;38-378;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.769707;45.450392;
541;Vienne;1;b;87722587;;VIE;38200;Vienne;38-544;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.874211;45.521207;
542;Estressin;1;c;87722579;;ESN;38200;Vienne;38-544;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.868273;45.540285;
543;Chasse-sur-Rh̫ne;1;b;87722561;;CSR;38670;Chasse-sur-Rh̫ne;38-087;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.794843;45.582370;
545;S̩r̩zin;1;b;87722546;;SZN;69360;S̩r̩zin-du-Rh̫ne;69-294;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.818060;45.627160;
546;Feyzin;1;c;87722538;;FEY;69320;Feyzin;69-276;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8531349;45.6658584;
547;Givors Canal;1;c;87722439;;GIC;69700;Givors;69-091;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7725754;45.5957662;
548;Givors;1;b;87722405;;GIV;69700;Givors;69-091;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.766086;45.584948;
549;Grigny le Sablon;1;c;87722298;;LSB;69520;Grigny;69-096;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.796144;45.6072601;
550;Vernaison;1;c;87722264;;VNI;69390;Vernaison;69-260;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8132908;45.6456478;
551;Pierre-B̩nite;1;c;87722231;;PRB;69310;Pierre-B̩nite;69-152;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8245059;45.7066772;
552;Oullins;1;c;87722207;;OUL;69600;Oullins;69-149;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8135793;45.7166261;
553;Lyon Perrache;1;a;87722025;;LPR;69286;Lyon;69-123;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;3; 4.825733;45.748476;
555;Lamure-sur-Azergues;1;c;87721860;;LAZ;69870;Lamure-sur-Azergues;69-107;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.4921137;46.0610834;
556;Chamelet;1;c;87721829;;CWE;69620;Chamelet;69-039;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.5069346;45.9816414;
558;Bois-d'Oingt - L̩gny;1;c;87721787;;BDO;69620;L̩gny;69-111;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.575043;45.9065839;
559;Chessy;1;c;87721761;;CZI;69380;Chessy;69-056;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.6222625;45.885545;
560;Ch̢tillon d'Azergues;1;c;87721753;;CDZ;69380;Ch̢tillon;69-050;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.6451164;45.8751815;
561;Civrieux-d'Azergues;1;c;87721746;;CZK;69380;Civrieux-d'Azergues;69-059;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7182413;45.8591831;
562;Dommartin - Lissieu;1;c;87721738;;DLU;69380;Dommartin;69-076;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7344831;45.8397811;
563;Les Flach̬res;1;c;87721704;;FLD;69260;Charbonni̬res-les-Bains;69-044;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7541523;45.7774345;
564;Sain-Bel;1;c;87721605;;SBL;69210;Sain-Bel;69-171;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.6012445;45.811097;
565;Fleurieux-sur-l'Arbresle;1;c;87721563;;FSL;69210;Fleurieux-sur-l'Arbresle;69-086;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.6603815;45.8449944;
566;Lentilly;1;b;87721555;;LTY;69210;Lentilly;69-112;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.667103;45.821630;
567;La Tour-de-Salvagny;1;c;87721548;;TSW;69890;Tour-de-Salvagny;69-250;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7164921;45.7998818;
568;Charbonni̬res-les-Bains;1;b;87721530;;CRB;69260;Charbonni̬res-les-Bains;69-044;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.735912;45.782142;
569;Le M̩ridien La Ferri̬re;1;c;87721522;;WER;69260;Tassin-la-Demi-Lune;69-244;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7484432;45.7684995;
570;Tassin;1;b;87721514;;TAS;69160;Tassin-la-Demi-Lune;69-244;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;;;
571;��cully la Demi-Lune;1;c;87721506;;ECY;69130;Tassin-la-Demi-Lune;69-244;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7795238;45.7657162;
572;Dardilly les Mouilles;1;c;87721480;;DDY;69570;Dardilly;69-072;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7600288;45.7967409;
573;Tarare;1;b;87721472;;TAR;69170;Tarare;69-243;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.439208;45.889921;
574;Pontcharra - Saint-Forgeux;1;c;87721464;;PNF;69490;Pontcharra-sur-Turdine;69-157;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.4927781;45.8714911;
575;Saint-Romain-de-Popey;1;c;87721456;;SNP;69490;Saint-Romain-de-Popey;69-234;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.5423351;45.8616053;
576;Dardilly le Jubin;1;c;87721449;;DDJ;69570;Dardilly;69-072;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7613451;45.815143;
577;L'Arbresle;1;b;87721431;;LBL;69210;Arbresle;69-010;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.618319;45.833299;
578;Lozanne;1;b;87721423;;LOZ;69380;Lozanne;69-121;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.681501;45.854140;
579;Chazay - Marcilly;1;c;87721415;;CZM;69380;Marcilly-d'Azergues;69-125;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7252221;45.8729618;
580;Belleville sur S̢one;1;b;87721357;;BVL;69220;Belleville;69-019;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.729028;46.111917;
581;Saint-Georges-de-Reneins;1;c;87721340;;SDI;69830;Saint-Georges-de-Reneins;69-206;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7188908;46.0621952;
582;Villefranche-sur-Sa̫ne;1;b;87721332;;VIS;69400;Villefranche-sur-Sa̫ne;69-264;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.72077;45.98450;
583;Anse;1;b;87721324;;ANS;69480;Anse;69-009;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.719807;45.939304;
584;Quincieux;1;c;87721290;;QUX;69650;Quincieux;69-163;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7785643;45.9068815;
585;Saint-Germain-au-Mont-d'Or;1;b;87721282;;SGO;69650;Saint-Germain-au-Mont-d'Or;69-207;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.804265;45.888352;
586;Albigny - Neuville;1;b;87721266;;VVN;69250;Albigny-sur-Sa̫ne;69-003;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.832874;45.874921;
587;Couzon-au-Mont-d'Or;1;c;87721241;;KMD;69270;Couzon-au-Mont-d'Or;69-068;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8294786;45.8486737;
588;Collonges - Fontaines;1;c;87721225;;COF;69660;Collonges-au-Mont-d'Or;69-063;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8466136;45.8291102;
589;Lyon Gorge de Loup;1;b;87721175;;LYL;69009;Lyon;69-123;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.804631;45.766078;
590;Lyon Saint-Paul;1;b;87721159;;LSP;69005;Lyon;69-123;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.827057;45.766010;
591;R̩gny;1;c;87721050;;RGY;42630;R̩gny;42-181;Loire;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.2150753;45.987705;
592;Saint-Victor - Thizy;1;c;87721043;;SVH;42630;Saint-Victor-sur-Rhins;42-293;Loire;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.2810245;46.0024781;
593;Amplepuis;1;b;87721035;;AMP;69550;Amplepuis;69-006;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.326844;45.970982;
594;Lyon Vaise;1;b;87721001;;LVI;69009;Lyon;69-123;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.803960;45.779938;
595;Montbarrey;1;c;87718866;;MXB;39380;Montbarrey;39-350;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.6366081;47.0359922;
596;Arc-et-Senans;1;c;87718841;;ACA;25610;Arc-et-Senans;25-021;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.7767843;47.0303516;
597;Mouchard;1;b;87718833;;MCD;39330;Mouchard;39-370;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.799644;46.976911;
598;Morteau;1;b;87718619;;MTO;25500;Morteau;25-411;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.604653;47.053727;
599;Le Valdahon Camp Militaire;1;c;87718601;;;25800;Valdahon;25-578;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.3148621;47.1510452;
600;Gilley;1;c;87718577;;GIL;25650;Gilley;25-271;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.4925676;47.0500626;
601;Avoudrey;1;c;87718551;;AVO;25690;Avoudrey;25-039;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.434573;47.1298359;
602;Le Valdahon;1;b;87718544;;LVN;25800;Valdahon;25-578;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.342275;47.149750;
603;��talans;1;c;87718536;;EAS;25580;��talans;25-222;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.2706173;47.155884;
604;L'H̫pital-du-Grosbois;1;c;87718528;;LHO;25620;H̫pital-du-Grosbois;25-305;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.2130861;47.1691016;
605;Mamirolle;1;c;87718510;;MIJ;25620;Mamirolle;25-364;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.1617411;47.1998712;
606;Sa̫ne;1;c;87718502;;SAZ;25660;Sa̫ne;25-532;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.1013089;47.2097669;
607;Baume-les-Dames;1;b;87718460;;BDA;25110;Baume-les-Dames;25-047;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.359603;47.353937;
608;Laissey;1;c;87718437;;LJY;25820;Laissey;25-323;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.23304;47.298723;
609;Deluz;1;c;87718429;;DLZ;25960;Deluz;25-197;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.199733;47.2925132;
610;Novillars;1;c;87718411;;NOV;25220;Novillars;25-429;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.1327011;47.2839618;
611;Roche-lez-Beaupr̩;1;c;87718403;;RBE;25220;Roche-lez-Beaupr̩;25-495;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.1109651;47.2762881;
612;Orchamps;1;c;87718361;;ORA;39700;Orchamps;39-396;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.659147;47.1500962;
613;Ranchot;1;c;87718338;;RNH;39700;Ranchot;39-451;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.7246607;47.1525633;
614;Saint-Vit;1;b;87718320;;SVI;25410;Saint-Vit;25-527;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.809057;47.183507;
615;Dannemarie - Velesmes;1;c;87718312;;DNV;25410;Dannemarie-sur-Cr̬te;25-195;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.8738348;47.2038599;
616;Franois;1;c;87718304;;FOI;25770;Franois;25-258;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.937498;47.2273609;
617;Saint-Amour;1;c;87718296;;SAR;39160;Saint-Amour;39-475;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.3341853;46.4338244;
618;Cousance;1;c;87718270;;CSJ;39190;Cousance;39-173;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.3868216;46.5353569;
619;Lons-le-Saunier;1;b;87718239;;LLS;39000;Lons-le-Saunier;39-300;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.551108;46.668580;
620;Domblans - Voiteur;1;c;87718213;;DBV;39210;Domblans;39-199;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.5977462;46.7627809;
621;Saint-Lothain;1;c;87718197;;XLN;39230;Saint-Lothain;39-489;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.6439849;46.8231806;
622;Poligny;1;c;87718189;;PGN;39800;Poligny;39-434;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.7001051;46.8443393;
